personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,govhealthcare,govelderliving,govindhelp,govunemp,govincomediff,govcollegefinance,govdecenthousing,govprotectenvironment,weeksworked00,weeksworked01,weeksworked02,weeksworked03,weeksworked04,weeksworked05,weeksworked06,weeksworked07,weeksworked08,weeksworked09,weeksworked10,weeksworked11,weeksworked12,weeksworked13,weeksworked14,weeksworked15,weeksworked16,weeksworked17,colenrfeb97,colenroct97,colenrfeb98,colenroct98,colenrfeb99,colenroct99,colenrfeb00,colenroct00,colenrfeb01,colenroct01,colenrfeb02,colenroct02,colenrfeb03,colenroct03,colenrfeb04,colenroct04,colenrfeb05,colenroct05,colenrfeb06,colenroct06,colenrfeb07,colenroct07,colenrfeb08,colenroct08,colenrfeb09,colenroct09,colenrfeb10,colenroct10,colenrfeb11,colenroct11,colenrfeb12,colenroct12,colenrfeb13,colenroct13,colenrfeb14,colenroct14,colenrfeb15,colenroct15,colenrfeb16,colenroct16,colenrfeb17,colenroct17
179692,Female,1,1983,16.0,,,,25000.0,7 to 9 hours a week,3 to 10 hours a week,5.0,340.0,350.0,238.0,100.0,176.0,235.0,4. Bachelors,,,,,,,,,,,53.0,32.0,6.0,21.0,52.0,53.0,44.0,51.0,52.0,52.0,52.0,53.0,40.0,52.0,52.0,52.0,53.0,41.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
179694,Male,11,1982,12.0,Never-married,,,30000.0,None,3 to 10 hours a week,6.0,,,231.0,180.0,136.0,223.0,2. High School,,,,,,,,,,,51.0,39.0,41.0,52.0,40.0,0.0,34.0,49.0,0.0,0.0,12.0,53.0,52.0,29.0,0.0,46.0,53.0,52.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
179737,Female,11,1980,,,,,,,,,450.0,490.0,340.0,338.0,316.0,330.0,6. PhD,,,,,,,,,,,40.0,4.0,16.0,0.0,0.0,0.0,0.0,8.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,6.0,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,1. Not enrolled,1. Not enrolled,,,
179761,Female,5,1981,,,,,,,,,,,352.0,400.0,350.0,300.0,4. Bachelors,,,,,,,,,,,50.0,46.0,31.0,52.0,52.0,53.0,52.0,52.0,41.0,52.0,52.0,46.0,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,
179962,Female,10,1980,12.0,Divorced,3.0,1.0,,1 to 3 hours a week,Less than 2 hours per week,8.0,,,302.0,300.0,288.0,345.0,2. High School,,,,,,,,,,,31.0,9.0,0.0,0.0,21.0,13.0,10.0,26.0,52.0,41.0,0.0,0.0,35.0,52.0,51.0,41.0,0.0,24.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180010,Male,6,1981,15.0,Married,0.0,2.0,75000.0,10 hours or more a week,3 to 10 hours a week,7.0,480.0,600.0,384.0,350.0,350.0,400.0,2. High School,,,,,,,,,,,32.0,21.0,52.0,15.0,48.0,25.0,25.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180016,Male,5,1981,18.0,Married,3.0,0.0,125000.0,10 hours or more a week,Less than 2 hours per week,7.0,600.0,680.0,361.0,313.0,354.0,375.0,5. Masters,,,,,,,,,,,51.0,52.0,52.0,29.0,21.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,46.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180121,Male,12,1983,14.0,Never-married,0.0,1.0,35000.0,1 to 3 hours a week,3 to 10 hours a week,6.0,,,,,,,3. Associates,,,,,,,,,,,15.0,36.0,46.0,41.0,52.0,7.0,22.0,0.0,22.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled
180189,Male,5,1981,,,,,,,,,,,,,,,0. None,,,,,,,,,,,53.0,52.0,52.0,52.0,52.0,53.0,52.0,3.0,,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,,,
180212,Male,9,1984,15.0,Married,3.0,0.0,48000.0,10 hours or more a week,3 to 10 hours a week,5.0,,,218.0,270.0,198.0,163.0,2. High School,,,,,,,,,,,53.0,38.0,30.0,32.0,22.0,53.0,52.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college
180359,Male,11,1984,19.0,Married,3.0,0.0,48500.0,10 hours or more a week,Less than 2 hours per week,7.0,500.0,500.0,353.0,369.0,321.0,283.0,4. Bachelors,,,,,,,,,,,0.0,0.0,13.0,51.0,13.0,0.0,0.0,34.0,52.0,52.0,52.0,53.0,47.0,52.0,46.0,52.0,53.0,44.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,4. Graduate program,4. Graduate program,4. Graduate program,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180421,Male,4,1984,14.0,Never-married,,,30000.0,10 hours or more a week,21 to 30 hours a week,7.0,,,325.0,335.0,350.0,380.0,2. High School,,,,,,,,,,,6.0,0.0,34.0,52.0,52.0,44.0,48.0,7.0,52.0,23.0,52.0,52.0,51.0,43.0,52.0,52.0,29.0,0.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180490,Female,4,1981,,,,,,,,,,,,,,,2. High School,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180551,Male,1,1980,12.0,Never-married,,,45000.0,4 to 6 hours a week,11 to 20 hours a week,6.0,,,216.0,235.0,172.0,280.0,2. High School,,,,,,,,,,,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,45.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180600,Male,11,1983,12.0,Divorced,2.0,0.0,72000.0,10 hours or more a week,Less than 2 hours per week,6.0,,,225.0,136.0,169.0,187.0,2. High School,,,,,,,,,,,0.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180635,Female,3,1981,12.0,Married,4.0,0.0,,1 to 3 hours a week,Less than 2 hours per week,6.0,,,288.0,276.0,303.0,327.0,2. High School,,,,,,,,,,,13.0,13.0,0.0,0.0,0.0,20.0,51.0,42.0,42.0,52.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180646,Female,3,1982,,,,,,,,,,,,,,,0. None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180658,Female,11,1984,16.0,Never-married,,,70000.0,10 hours or more a week,3 to 10 hours a week,8.0,,,,,,,4. Bachelors,,,,,,,,,,,0.0,24.0,52.0,46.0,31.0,42.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180690,Male,10,1984,18.0,Married,2.0,0.0,115000.0,10 hours or more a week,3 to 10 hours a week,6.0,,,,,,,5. Masters,,,,,,,,,,,53.0,51.0,42.0,52.0,52.0,36.0,30.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180848,Female,2,1983,16.0,Married,,,37000.0,10 hours or more a week,3 to 10 hours a week,7.0,,,305.0,293.0,235.0,284.0,2. High School,,,,,,,,,,,53.0,31.0,0.0,20.0,38.0,17.0,52.0,34.0,47.0,39.0,30.0,53.0,52.0,52.0,52.0,52.0,53.0,47.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
180997,Male,5,1984,,,,,,,,,,,,,,,2. High School,,,,,,,,,,,20.0,,,50.0,46.0,0.0,0.0,37.0,25.0,7.0,37.0,33.0,52.0,52.0,52.0,30.0,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,
181028,Male,11,1983,12.0,Divorced,0.0,2.0,20000.0,7 to 9 hours a week,Less than 2 hours per week,6.0,,,222.0,189.0,165.0,331.0,2. High School,,,,,,,,,,,0.0,0.0,20.0,52.0,52.0,53.0,50.0,52.0,34.0,12.0,0.0,44.0,52.0,49.0,52.0,52.0,53.0,47.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
181137,Male,7,1982,20.0,Married,,,140000.0,10 hours or more a week,3 to 10 hours a week,5.0,,,,,,,5. Masters,,,,,,,,,,,53.0,21.0,0.0,0.0,0.0,25.0,44.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,4. Graduate program,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,4. Graduate program,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
181140,Female,8,1983,,,,,,,,,,,45.0,33.0,33.0,,2. High School,1. Definitely,1. Definitely,1. Definitely,1. Definitely,1. Definitely,3. Probably not,3. Probably not,2. Probably ,2. Probably ,3. Probably not,0.0,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,5.0,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,
181150,Female,8,1982,,,,,,,,,,,272.0,281.0,192.0,264.0,2. High School,3. Probably not,2. Probably ,1. Definitely,1. Definitely,2. Probably ,3. Probably not,2. Probably ,2. Probably ,2. Probably ,1. Definitely,0.0,3.0,52.0,23.0,,49.0,22.0,45.0,49.0,52.0,,,45.0,46.0,13.0,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,,,,,,,
181358,Female,6,1980,13.0,Never-married,2.0,0.0,,None,More than 40 hours a week,5.0,,,,,,,2. High School,,,,,,,,,,,46.0,52.0,23.0,0.0,33.0,34.0,42.0,52.0,49.0,51.0,46.0,14.0,52.0,52.0,16.0,0.0,0.0,0.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
181472,Female,12,1980,8.0,Never-married,4.0,0.0,12000.0,4 to 6 hours a week,3 to 10 hours a week,8.0,,,,,,,0. None,1. Definitely,1. Definitely,1. Definitely,1. Definitely,1. Definitely,3. Probably not,1. Definitely,1. Definitely,2. Probably ,1. Definitely,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,52.0,12.0,32.0,24.0,0.0,0.0,10.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
181608,Male,5,1981,,,,,,,,,500.0,570.0,301.0,275.0,297.0,320.0,4. Bachelors,,,,,,,,,,,0.0,2.0,52.0,52.0,52.0,53.0,52.0,52.0,2.0,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,
